Name;Goods types;Measurement unit;Group ID;Product types;Value;Date
LOWER SILESIA;;PLN;2;fresh non-dressed carp - per 1kg;;2009-12
PODLASKIE;fresh chichen egges - per 666pcs.;PLN;3;;0.0;2002-4
LUBUSZ;frozen carrot and pea mix - per 1kg;EUR;1;;0.0;2014-4
OPOLE;;PLN;2;Italian head cheese - per 1kg;8.03;2008-4
WARMIA-MASURIA;;PLN;2;Hunter's sausage dried - per 1kg;20.05;2001-2
SILESIA;;PLN;2;pork belly cooked - per 1kg;14.19;2009-11
HOLY CROSS;;PLN;2;pork meat with bone (shoulder) - per 1kg;12.2;2019-5
SUBCARPATHIA;;PLN;2;pork  with bone (center-cut pork chop) - per 1kg;15.23;2013-9
WEST POMERANIA;;PLN;2;pork  with bone (center-cut pork chop) - per 1kg;13.48;2009-7
PODLASKIE;30% tomato concentrate - per 1kg;PLN;1;;0.0;2011-10
HOLY CROSS;30% tomato concentrate - per 1kg;PLN;1;;0.0;2019-10
POLAND;;PLN;2;pork belly cooked - per 1kg;14.45;2005-3
KUYAVIA-POMERANIA;;PLN;2;dressed chickens - per 1kg;6.04;2010-6
SUBCARPATHIA;;PLN;2;Hunter's sausage dried - per 1kg;6.55;1999-11
LUBUSZ;30% tomato concentrate - per 1kg;PLN;1;;0.0;2005-11
WARMIA-MASURIA;30% tomato concentrate - per 1kg;PLN;1;;0.0;2002-10
LOWER SILESIA;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2001-10
PODLASKIE;;PLN;2;pork belly cooked - per 1kg;13.91;2010-7
PODLASKIE;white table salt bagged - per 1kg;PLN;3;;0.0;2008-5
LUBUSZ;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.0;2013-3
ŁÓDŹ;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;2.65;2007-4
POLAND;;PLN;4;Poznan wheat flour, bagged - per 1kg;1.07;2015-1
POLAND;frozen carrot and pea mix - per 1kg;EUR;1;;0.7301204819277107;2007-9
KUYAVIA-POMERANIA;;PLN;4;Masurian barley groats - per 1kg;0.0;2013-5
LESSER POLAND;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2008-2
MASOVIA;white table salt bagged - per 1kg;PLN;3;;0.0;2009-9
WARMIA-MASURIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.7;2012-11
POLAND;;PLN;2;pork  with bone (center-cut pork chop) - per 1kg;11.53;2015-7
KUYAVIA-POMERANIA;;PLN;2;pork belly cooked - per 1kg;15.55;2001-4
ŁÓDŹ;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2010-10
OPOLE;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.38;2016-10
LUBUSZ;;PLN;4;bread - per 1kg;;2001-3
POLAND;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.7;2015-8
ŁÓDŹ;;PLN;2;Hunter's sausage dried - per 1kg;24.96;2018-12
KUYAVIA-POMERANIA;;PLN;4;Masurian barley groats - per 1kg;0.0;2012-3
PODLASKIE;;PLN;2;pork meat with bone (shoulder) - per 1kg;9.87;2008-11
HOLY CROSS;;PLN;2;pork belly cooked - per 1kg;14.34;1999-8
LUBUSZ;fresh chichen egges - per 666pcs.;PLN;3;;0.0;2008-1
WARMIA-MASURIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;4.12;2012-2
ŁÓDŹ;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.51;2015-4
ŁÓDŹ;;PLN;2;haddock fillets frozen - per 1kg;0.0;2013-1
WEST POMERANIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.22;2004-6
ŁÓDŹ;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.56;2005-11
PODLASKIE;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.47;2011-4
WEST POMERANIA;;PLN;2;pork ham cooked - per 1kg;22.49;2015-7
POLAND;;PLN;2;Italian head cheese - per 1kg;7.94;2008-7
PODLASKIE;;PLN;4;buckwheat groats roasted whole - per 1kg;3.23;2014-8
HOLY CROSS;;PLN;2;pork meat with bone (shoulder) - per 1kg;11.93;2009-7
HOLY CROSS;;PLN;4;Poznan wheat flour, bagged - per 1kg;1.47;2012-11
GREATER POLAND;apple juice, boxed - per 1l;PLN;1;;1.77;1999-1
POMERANIA;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2010-10
HOLY CROSS;;PLN;4;bread - per 1kg;;2001-2
SUBCARPATHIA;;PLN;2;fresh non-dressed carp - per 1kg;;2006-6
POLAND;;PLN;2;pork  meat (raw bacon) - per 1kg;9.59;2008-3
LUBLIN;;PLN;2;beef with bone (rump steak) - per 1kg;21.17;2010-4
LOWER SILESIA;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;1999-5
LOWER SILESIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;0.0;2010-8
LOWER SILESIA;;PLN;2;dressed chickens - per 1kg;4.81;2005-5
KUYAVIA-POMERANIA;;PLN;2;Hunter's sausage dried - per 1kg;22.28;2003-1
OPOLE;frozen carrot and pea mix - per 1kg;EUR;1;;0.0;2018-8
WARMIA-MASURIA;;PLN;2;pork  with bone (center-cut pork chop) - per 1kg;14.7;2018-10
KUYAVIA-POMERANIA;;PLN;4;Masurian barley groats - per 1kg;1.22;2001-6
MASOVIA;;PLN;4;bread - per 1kg;;2004-7
MASOVIA;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.0;2007-10
ŁÓDŹ;;PLN;2;pork  meat (raw bacon) - per 1kg;8.02;2006-2
SUBCARPATHIA;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2008-4
OPOLE;;PLN;2;pork  meat (raw bacon) - per 1kg;9.59;2006-12
LUBLIN;;PLN;2;pork belly cooked - per 1kg;17.52;2012-11
HOLY CROSS;;PLN;2;barley groats sausage - per 1kg;6.54;2013-4
WARMIA-MASURIA;;PLN;2;salted herring, non-dressed - per 1kg;4.56;1999-5
POMERANIA;;PLN;2;pork belly cooked - per 1kg;17.0;2011-12
HOLY CROSS;white table salt bagged - per 1kg;PLN;3;;0.0;2011-4
KUYAVIA-POMERANIA;;PLN;2;Backpacker's canned pork meat - per 300 g;0.0;2016-12
LUBLIN;;PLN;2;pork  with bone (center-cut pork chop) - per 1kg;12.63;2004-9
WARMIA-MASURIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;0.0;2014-4
ŁÓDŹ;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.89;2006-11
LOWER SILESIA;;PLN;2;Hunter's sausage dried - per 1kg;21.01;2011-1
LOWER SILESIA;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.0;2019-7
LOWER SILESIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;3.78;2019-1
PODLASKIE;beet sugar white, bagged - per 1kg;PLN;3;;2.61;2000-8
LESSER POLAND;;PLN;2;fresh non-dressed trout - per 1kg;0.0;2012-12
LOWER SILESIA;;PLN;2;pork  meat (raw bacon) - per 1kg;8.28;1999-6
POMERANIA;white table salt bagged - per 1kg;PLN;3;;0.0;2017-7
KUYAVIA-POMERANIA;;PLN;2;pork ham cooked - per 1kg;15.28;2007-8
POLAND;;PLN;2;fresh non-dressed carp - per 1kg;;2014-9
PODLASKIE;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.0;2017-6
LUBUSZ;;PLN;2;salted herring, non-dressed - per 1kg;0.0;2002-4
LUBLIN;;PLN;2;pork meat with bone (shoulder) - per 1kg;10.14;2017-2
WEST POMERANIA;;PLN;2;Hunter's sausage dried - per 1kg;21.99;2014-4
GREATER POLAND;fresh chichen egges - per 666pcs.;PLN;3;;0.19;2007-6
SILESIA;;PLN;2;fresh non-dressed carp - per 1kg;0.0;2001-12
ŁÓDŹ;fresh chichen egges - per 666pcs.;PLN;3;;0.26;2015-10
LESSER POLAND;;PLN;2;pork belly cooked - per 1kg;17.42;2016-1
WARMIA-MASURIA;;PLN;2;dressed chickens - per 1kg;5.87;2015-4
WARMIA-MASURIA;;PLN;2;Backpacker's canned pork meat - per 300 g;2.72;2005-3
WARMIA-MASURIA;frozen carrot and pea mix - per 1kg;EUR;1;;0.6265060240963856;2016-5
LESSER POLAND;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;1999-12
WARMIA-MASURIA;;PLN;2;haddock fillets frozen - per 1kg;11.68;2001-5
LOWER SILESIA;;PLN;2;Backpacker's canned pork meat - per 300 g;0.0;2000-5
MASOVIA;apple juice, boxed - per 1l;PLN;1;;2.75;2013-12
GREATER POLAND;;PLN;2;beef with bone (rump steak) - per 1kg;12.3;2003-10
POLAND;;PLN;2;beef with bone (rump steak) - per 1kg;8.73;2002-12
MASOVIA;fresh chichen egges - per 666pcs.;PLN;3;;0.28;2000-11
PODLASKIE;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.0;2006-12
WEST POMERANIA;frozen carrot and pea mix - per 1kg;EUR;1;;0.0;2006-8
LUBUSZ;;PLN;2;Hunter's sausage dried - per 1kg;17.57;2002-5
GREATER POLAND;;PLN;2;pork  meat (raw bacon) - per 1kg;10.12;2009-12
WARMIA-MASURIA;;PLN;2;fresh non-dressed trout - per 1kg;15.32;2012-9
POMERANIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;2.19;2004-12
LESSER POLAND;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2003-9
MASOVIA;;PLN;2;Italian head cheese - per 1kg;6.62;2002-11
POLAND;;PLN;2;Backpacker's canned pork meat - per 300 g;2.63;2017-2
ŁÓDŹ;;PLN;2;pork  with bone (center-cut pork chop) - per 1kg;12.01;2005-1
ŁÓDŹ;frozen carrot and pea mix - per 1kg;EUR;1;;0.0;2000-5
OPOLE;;PLN;2;smoked bacon with ribs - per 1kg;12.15;2002-3
POMERANIA;;PLN;2;Backpacker's canned pork meat - per 300 g;0.0;2002-7
LESSER POLAND;30% tomato concentrate - per 1kg;PLN;1;;7.06;2008-11
LUBLIN;;PLN;4;buckwheat groats roasted whole - per 1kg;3.12;2009-3
LUBLIN;;PLN;2;pork  with bone (center-cut pork chop) - per 1kg;13.67;2012-8
OPOLE;;PLN;2;Italian head cheese - per 1kg;10.2;2010-2
LUBLIN;30% tomato concentrate - per 1kg;PLN;1;;0.0;2017-12
KUYAVIA-POMERANIA;;PLN;2;salted herring, non-dressed - per 1kg;0.0;2002-7
LESSER POLAND;;PLN;2;fresh non-dressed carp - per 1kg;;2014-11
WARMIA-MASURIA;white table salt bagged - per 1kg;PLN;3;;0.0;2006-3
POMERANIA;;PLN;2;pork belly cooked - per 1kg;18.67;2014-11
WEST POMERANIA;;PLN;4;buckwheat groats roasted whole - per 1kg;4.27;2014-9
POMERANIA;;PLN;2;salted herring, non-dressed - per 1kg;8.98;2014-9
LUBLIN;;PLN;2;salted herring, non-dressed - per 1kg;0.0;2001-11
WARMIA-MASURIA;white table salt bagged - per 1kg;PLN;3;;0.0;2003-2
POMERANIA;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;1999-9
LESSER POLAND;;PLN;2;salted herring, non-dressed - per 1kg;4.6;1999-1
LOWER SILESIA;;PLN;2;fresh non-dressed carp - per 1kg;0.0;2003-7
HOLY CROSS;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.92;2001-5
GREATER POLAND;;PLN;4;Poznan wheat flour, bagged - per 1kg;1.07;2010-3
PODLASKIE;;PLN;2;Hunter's sausage dried - per 1kg;22.73;2002-2
GREATER POLAND;frozen carrot and pea mix - per 1kg;EUR;1;;0.8626506024096385;2002-1
WARMIA-MASURIA;;PLN;2;fresh non-dressed trout - per 1kg;2.13;2005-5
GREATER POLAND;fresh chichen egges - per 666pcs.;PLN;3;;0.21;2007-8
LUBUSZ;white table salt bagged - per 1kg;PLN;3;;0.0;2006-10
GREATER POLAND;;PLN;4;Masurian barley groats - per 1kg;3.46;2018-9
WARMIA-MASURIA;30% tomato concentrate - per 1kg;PLN;1;;0.0;2008-5
WARMIA-MASURIA;;PLN;2;fresh non-dressed carp - per 1kg;6.98;2001-3
GREATER POLAND;;PLN;2;pork meat with bone (shoulder) - per 1kg;9.21;2013-3
SILESIA;;PLN;2;fresh non-dressed carp - per 1kg;;2004-2
WEST POMERANIA;;PLN;4;Masurian barley groats - per 1kg;2.15;2011-10
GREATER POLAND;;PLN;2;Italian head cheese - per 1kg;6.86;2005-4
LOWER SILESIA;;PLN;2;barley groats sausage - per 1kg;8.22;2014-1
WARMIA-MASURIA;;PLN;2;pork belly cooked - per 1kg;15.72;2000-12
PODLASKIE;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.0;2018-3
LUBUSZ;;PLN;2;barley groats sausage - per 1kg;7.65;2016-11
POMERANIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.31;2008-12
ŁÓDŹ;apple juice, boxed - per 1l;PLN;1;;1.82;2005-2
LESSER POLAND;;PLN;4;bread - per 1kg;;2004-2
GREATER POLAND;;PLN;4;Poznan wheat flour, bagged - per 1kg;1.02;2001-10
LESSER POLAND;apple juice, boxed - per 1l;PLN;1;;1.54;2010-8
WEST POMERANIA;;PLN;4;bread - per 1kg;;2011-2
ŁÓDŹ;;PLN;2;beef with bone (rump steak) - per 1kg;22.47;2015-1
WARMIA-MASURIA;natural chocolate plain - per 1kg;PLN;3;;0.0;2008-2
WARMIA-MASURIA;;PLN;2;boneless beef (sirloin) - per 1kg;29.13;2014-9
WARMIA-MASURIA;;PLN;4;buckwheat groats roasted whole - per 1kg;2.16;2000-10
OPOLE;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.0;2018-10
SUBCARPATHIA;;PLN;2;Hunter's sausage dried - per 1kg;0.0;2005-3
ŁÓDŹ;;PLN;2;pork belly cooked - per 1kg;15.81;2005-6
MASOVIA;;PLN;4;buckwheat groats roasted whole - per 1kg;1.09;2007-12
LOWER SILESIA;;PLN;4;bread - per 1kg;;2012-7
POMERANIA;frozen carrot and pea mix - per 1kg;EUR;1;;0.7397590361445782;2008-12
ŁÓDŹ;;PLN;2;haddock fillets frozen - per 1kg;0.0;2004-9
POMERANIA;;PLN;2;dressed chickens - per 1kg;4.29;2003-9
GREATER POLAND;;PLN;4;bread - per 1kg;;2000-5
LOWER SILESIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;6.56;2017-6
LOWER SILESIA;;PLN;2;boneless beef (sirloin) - per 1kg;29.74;2013-10
LESSER POLAND;;PLN;2;fresh non-dressed trout - per 1kg;0.0;2018-11
OPOLE;;PLN;4;Masurian barley groats - per 1kg;0.0;2004-6
WARMIA-MASURIA;;PLN;2;boneless beef (sirloin) - per 1kg;23.39;2019-2
LOWER SILESIA;;PLN;2;barley groats sausage - per 1kg;8.29;2016-7
POMERANIA;;PLN;2;pork  with bone (center-cut pork chop) - per 1kg;11.33;2005-8
ŁÓDŹ;;PLN;2;fresh non-dressed trout - per 1kg;0.0;2012-6
PODLASKIE;frozen carrot and pea mix - per 1kg;EUR;1;;0.7807228915662651;2007-4
PODLASKIE;;PLN;2;smoked bacon with ribs - per 1kg;17.28;2015-2
LESSER POLAND;white table salt bagged - per 1kg;PLN;3;;0.38;2001-2
SILESIA;;PLN;2;fresh non-dressed carp - per 1kg;;2013-9
PODLASKIE;;PLN;2;pork belly cooked - per 1kg;15.47;2001-11
WARMIA-MASURIA;;PLN;2;boneless beef (sirloin) - per 1kg;12.7;2000-3
MASOVIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;4.27;2019-3
POMERANIA;;PLN;2;dressed chickens - per 1kg;4.75;1999-3
POMERANIA;;PLN;2;pork  meat (raw bacon) - per 1kg;10.06;2009-5
LUBUSZ;;PLN;4;Masurian barley groats - per 1kg;0.0;2017-9
POLAND;;PLN;2;Backpacker's canned pork meat - per 300 g;3.07;2002-1
WEST POMERANIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.56;2014-6
LESSER POLAND;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;2.25;2006-5
WARMIA-MASURIA;beet sugar white, bagged - per 1kg;PLN;3;;0.0;2003-4
OPOLE;frozen carrot and pea mix - per 1kg;EUR;1;;0.48192771084337344;2005-7
KUYAVIA-POMERANIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;2.82;2008-8
POLAND;;PLN;2;pork ham cooked - per 1kg;18.17;2010-2
HOLY CROSS;;PLN;2;smoked bacon with ribs - per 1kg;11.12;2002-2
LUBUSZ;;PLN;2;pork  with bone (center-cut pork chop) - per 1kg;13.41;2008-9
LOWER SILESIA;;PLN;4;bread - per 1kg;;2008-11
LUBUSZ;;PLN;2;Italian head cheese - per 1kg;10.71;2015-9
PODLASKIE;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;0.0;2003-12
SILESIA;;PLN;2;fresh non-dressed trout - per 1kg;;1999-5
KUYAVIA-POMERANIA;;PLN;4;bread - per 1kg;;2016-9
PODLASKIE;frozen carrot and pea mix - per 1kg;EUR;1;;0.7807228915662651;2008-1
WARMIA-MASURIA;apple juice, boxed - per 1l;PLN;1;;0.0;2018-11
POMERANIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;1.03;2017-3
KUYAVIA-POMERANIA;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.0;2010-9
WEST POMERANIA;;PLN;2;pork ham cooked - per 1kg;15.13;2005-6
LUBLIN;;PLN;2;Hunter's sausage dried - per 1kg;19.06;2010-5
GREATER POLAND;;PLN;2;haddock fillets frozen - per 1kg;15.6;2013-9
POLAND;;PLN;4;Poznan wheat flour, bagged - per 1kg;1.37;2012-11
POLAND;;PLN;2;beef with bone (rump steak) - per 1kg;23.95;2017-8
LUBUSZ;white table salt bagged - per 1kg;PLN;3;;0.0;2010-11
OPOLE;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2013-5
WARMIA-MASURIA;;PLN;2;beef with bone (rump steak) - per 1kg;28.15;2012-10
MASOVIA;;PLN;4;Masurian barley groats - per 1kg;0.68;1999-4
SUBCARPATHIA;;PLN;2;salted herring, non-dressed - per 1kg;0.0;2018-4
KUYAVIA-POMERANIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;2.94;2012-12
KUYAVIA-POMERANIA;;PLN;2;Italian head cheese - per 1kg;7.91;2010-9
HOLY CROSS;;PLN;2;pork meat with bone (shoulder) - per 1kg;12.5;2015-12
KUYAVIA-POMERANIA;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2017-4
WARMIA-MASURIA;fresh chichen egges - per 666pcs.;PLN;3;;0.0;2010-2
PODLASKIE;;PLN;2;Backpacker's canned pork meat - per 300 g;1.98;2017-8
OPOLE;;PLN;2;fresh non-dressed carp - per 1kg;;2015-5
LUBLIN;;PLN;2;pork ham cooked - per 1kg;20.01;2018-11
PODLASKIE;30% tomato concentrate - per 1kg;PLN;1;;0.0;2017-9
HOLY CROSS;;PLN;2;boneless beef (sirloin) - per 1kg;15.48;2004-8
POMERANIA;;PLN;4;bread - per 1kg;;2004-6
LOWER SILESIA;;PLN;2;pork  meat (raw bacon) - per 1kg;14.85;2016-4
ŁÓDŹ;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;3.22;2016-8
SILESIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;2.55;2007-7
LESSER POLAND;fresh chichen egges - per 666pcs.;PLN;3;;0.26;2006-1
POMERANIA;;PLN;2;dressed chickens - per 1kg;6.9;2013-7
KUYAVIA-POMERANIA;30% tomato concentrate - per 1kg;PLN;1;;6.14;2006-11
WARMIA-MASURIA;;PLN;2;barley groats sausage - per 1kg;8.22;2013-10
HOLY CROSS;;PLN;4;Masurian barley groats - per 1kg;2.02;2019-7
WEST POMERANIA;;PLN;4;bread - per 1kg;;2016-5
LUBLIN;;PLN;4;Masurian barley groats - per 1kg;0.0;1999-3
OPOLE;;PLN;2;pork  meat (raw bacon) - per 1kg;13.14;2011-11
OPOLE;;PLN;4;bread - per 1kg;;2017-11
POMERANIA;;PLN;4;Masurian barley groats - per 1kg;1.05;2009-1
POLAND;;PLN;2;pork belly cooked - per 1kg;14.92;2010-7
POLAND;frozen carrot and pea mix - per 1kg;EUR;1;;0.597590361445783;1999-6
POMERANIA;;PLN;2;boneless beef (sirloin) - per 1kg;19.32;2005-1
LUBLIN;;PLN;2;pork ham cooked - per 1kg;19.27;2016-6
LUBLIN;;PLN;2;pork ham cooked - per 1kg;17.34;2011-12
POLAND;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;2.88;2001-2
POLAND;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.58;2011-1
WEST POMERANIA;;PLN;2;pork ham cooked - per 1kg;15.48;2005-11
HOLY CROSS;;PLN;2;pork  meat (raw bacon) - per 1kg;14.36;2012-7
PODLASKIE;;PLN;2;pork ham cooked - per 1kg;18.05;2012-11
MASOVIA;;PLN;2;boneless beef (sirloin) - per 1kg;30.15;2016-8
WARMIA-MASURIA;;PLN;2;salted herring, non-dressed - per 1kg;2.74;2000-8
KUYAVIA-POMERANIA;;PLN;2;salted herring, non-dressed - per 1kg;5.97;2009-9
HOLY CROSS;;PLN;2;pork  meat (raw bacon) - per 1kg;13.11;2015-12
POLAND;;PLN;2;fresh non-dressed carp - per 1kg;;2012-12
KUYAVIA-POMERANIA;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2000-8
SUBCARPATHIA;;PLN;4;bread - per 1kg;;2015-3
WEST POMERANIA;apple juice, boxed - per 1l;PLN;1;;1.14;2004-10
LOWER SILESIA;;PLN;2;fresh non-dressed trout - per 1kg;;2002-5
LOWER SILESIA;;PLN;4;bread - per 1kg;;2006-10
LUBUSZ;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;4.01;2018-10
KUYAVIA-POMERANIA;;PLN;4;Masurian barley groats - per 1kg;1.0;2000-5
LUBUSZ;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;1.94;2006-11
LOWER SILESIA;;PLN;4;bread - per 1kg;;2007-1
PODLASKIE;frozen carrot and pea mix - per 1kg;EUR;1;;0.6963855421686747;2012-4
SILESIA;;PLN;2;haddock fillets frozen - per 1kg;17.41;2012-3
SILESIA;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2011-7
ŁÓDŹ;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;2.23;2007-9
LOWER SILESIA;;PLN;2;salted herring, non-dressed - per 1kg;5.95;2002-1
POMERANIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;2.43;2006-11
SUBCARPATHIA;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.0;2017-1
WARMIA-MASURIA;;PLN;2;fresh non-dressed carp - per 1kg;;2012-7
KUYAVIA-POMERANIA;;PLN;4;buckwheat groats roasted whole - per 1kg;4.23;2014-7
OPOLE;white table salt bagged - per 1kg;PLN;3;;0.0;2015-3
LOWER SILESIA;;PLN;4;Masurian barley groats - per 1kg;0.0;2015-11
SUBCARPATHIA;;PLN;2;fresh non-dressed trout - per 1kg;0.0;2008-4
WEST POMERANIA;;PLN;4;buckwheat groats roasted whole - per 1kg;4.97;2019-6
WEST POMERANIA;;PLN;4;Masurian barley groats - per 1kg;1.6;2009-3
LOWER SILESIA;;PLN;2;salted herring, non-dressed - per 1kg;0.0;2016-3
ŁÓDŹ;;PLN;2;boneless beef (sirloin) - per 1kg;24.1;2010-11
WARMIA-MASURIA;;PLN;2;barley groats sausage - per 1kg;5.95;2008-7
PODLASKIE;frozen carrot and pea mix - per 1kg;EUR;1;;0.9228915662650602;2016-10
HOLY CROSS;;PLN;2;pork belly cooked - per 1kg;13.59;2019-7
LOWER SILESIA;white table salt bagged - per 1kg;PLN;3;;0.0;2006-5
LUBUSZ;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.82;2014-6
WARMIA-MASURIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.51;2009-11
MASOVIA;frozen carrot and pea mix - per 1kg;EUR;1;;0.6457831325301204;2005-5
LESSER POLAND;;PLN;2;beef with bone (rump steak) - per 1kg;22.0;2019-5
OPOLE;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.49;2019-2
LUBLIN;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.81;2003-6
LUBUSZ;;PLN;2;barley groats sausage - per 1kg;6.47;2009-4
SILESIA;;PLN;2;smoked bacon with ribs - per 1kg;17.59;2017-6
SUBCARPATHIA;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2001-12
WEST POMERANIA;;PLN;2;barley groats sausage - per 1kg;4.78;2007-12
SUBCARPATHIA;;PLN;2;pork ham cooked - per 1kg;15.48;2003-6
WARMIA-MASURIA;;PLN;2;dressed chickens - per 1kg;6.05;2010-2
LUBLIN;;PLN;4;buckwheat groats roasted whole - per 1kg;3.93;2016-2
HOLY CROSS;apple juice, boxed - per 1l;PLN;1;;0.0;2000-3
SUBCARPATHIA;;PLN;2;pork ham cooked - per 1kg;15.46;1999-12
GREATER POLAND;fresh chichen egges - per 666pcs.;PLN;3;;0.17;2006-5
POLAND;;PLN;2;salted herring, non-dressed - per 1kg;4.11;2000-1
SUBCARPATHIA;;PLN;2;smoked bacon with ribs - per 1kg;15.75;2013-7
LESSER POLAND;;PLN;2;pork ham cooked - per 1kg;18.32;2013-11
LESSER POLAND;;PLN;4;Poznan wheat flour, bagged - per 1kg;1.03;2016-7
SUBCARPATHIA;beet sugar white, bagged - per 1kg;PLN;3;;0.0;2011-10
LUBUSZ;;PLN;4;bread - per 1kg;;2019-1
GREATER POLAND;apple juice, boxed - per 1l;PLN;1;;0.0;2008-4
KUYAVIA-POMERANIA;;PLN;2;haddock fillets frozen - per 1kg;15.25;2014-5
MASOVIA;;PLN;4;bread - per 1kg;;2003-3
SUBCARPATHIA;;PLN;2;salted herring, non-dressed - per 1kg;0.0;2005-12
HOLY CROSS;;PLN;2;pork  meat (raw bacon) - per 1kg;9.13;2005-7
PODLASKIE;;PLN;2;pork ham cooked - per 1kg;18.02;2015-8
LOWER SILESIA;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2011-8
POLAND;;PLN;2;fresh non-dressed carp - per 1kg;;2004-1
SUBCARPATHIA;;PLN;2;pork meat with bone (shoulder) - per 1kg;10.08;2001-6
LOWER SILESIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;6.28;2014-12
LESSER POLAND;white table salt bagged - per 1kg;PLN;3;;0.36;2007-2
PODLASKIE;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.0;2010-10
SILESIA;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2011-5
OPOLE;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.0;2004-7
LUBLIN;;PLN;2;pork  meat (raw bacon) - per 1kg;11.47;2012-12
PODLASKIE;;PLN;2;Backpacker's canned pork meat - per 300 g;0.0;2013-1
WARMIA-MASURIA;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2010-1
SUBCARPATHIA;;PLN;2;barley groats sausage - per 1kg;4.49;2008-6
LOWER SILESIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;4.47;2009-11
WEST POMERANIA;;PLN;2;beef with bone (rump steak) - per 1kg;15.16;2006-9
LOWER SILESIA;;PLN;4;Masurian barley groats - per 1kg;1.16;2004-4
MASOVIA;;PLN;2;boneless beef (sirloin) - per 1kg;19.47;2008-10
MASOVIA;;PLN;4;Poznan wheat flour, bagged - per 1kg;1.1;2000-9
HOLY CROSS;;PLN;2;boneless beef (sirloin) - per 1kg;11.26;2000-1
POLAND;;PLN;2;salted herring, non-dressed - per 1kg;8.32;2011-9
WARMIA-MASURIA;;PLN;2;Hunter's sausage dried - per 1kg;19.63;2001-3
SILESIA;white table salt bagged - per 1kg;PLN;3;;0.29;2005-5
